"","X.1","X","id","first_name","last_name","gender","height","weight","zombies_killed","years_of_education","major","age"
"253",253,253,253,"Heather","Hart","Female",65.0885287207796,128.831595823011,1,3,"military strategy",20.0062823189927
"254",254,254,254,"Benjamin","Rogers","Male",72.4267583161515,169.086909573808,0,6,"environmental science",19.045900953408
"255",255,255,255,"Judith","Woods","Female",64.8754786648532,116.459980495347,2,4,"criminal justice administration",23.9480863463205
"256",256,256,256,"Phyllis","Stone","Female",67.1559199246299,129.472043702196,5,3,"criminal justice administration",22.5160246347567
"257",257,257,257,"Aaron","Medina","Male",68.8915150567702,154.124224866296,4,1,"architecture",20.6760627339935
"258",258,258,258,"Johnny","Moore","Male",73.8765604757445,142.571030827915,3,2,"education",24.1964582628986
"259",259,259,259,"Barbara","Morris","Female",62.032731942518,135.309245864419,7,4,"logistics",17.6743437756652
"260",260,260,260,"Barbara","Hunt","Female",64.7136812288843,130.981233535859,1,3,"mechanical engineering",22.9504663519729
"261",261,261,261,"Tammy","Hart","Female",57.6360628149287,115.974505999974,4,1,"education",12.2930648118771
"262",262,262,262,"Arthur","Wright","Male",65.944792214968,127.198033372647,1,2,"logistics",18.8977502517998
"263",263,263,263,"Billy","Fields","Male",68.6362109691669,158.85201830783,0,2,"city planning",19.1713625998136
"264",264,264,264,"Craig","Stephens","Male",70.2746646357643,137.875867808964,3,3,"animal husbandry",21.6227024078523
"265",265,265,265,"Bruce","Lewis","Male",78.0310162746308,172.43515771303,5,4,"animal husbandry",23.9391114272533
"266",266,266,266,"Denise","Robinson","Female",64.1565445546529,139.762743871405,3,0,"economics",19.3894688916154
"267",267,267,267,"Lawrence","Rogers","Male",71.8855794974987,150.306597112611,3,3,"biology",21.435253315894
"268",268,268,268,"Michael","Cook","Male",61.628144021989,119.09149307063,3,3,"integrated water resources management",16.020558862025
"269",269,269,269,"Donald","Smith","Male",61.7728458939231,133.874031399776,8,2,"logistics",17.9038003852896
"270",270,270,270,"Christopher","Lee","Male",67.6480628775879,130.516329855838,2,2,"botany",25.5863145218224
"271",271,271,271,"Jeremy","Meyer","Male",69.0586885269521,143.325876337263,3,3,"business administration",19.6891517864882
"272",272,272,272,"Denise","Ferguson","Female",65.3272521028544,132.537747451238,2,3,"biology",24.0370594064302
"273",273,273,273,"Ann","Carter","Female",62.6571884671258,148.319617127164,2,3,"education",18.5000018755177
"274",274,274,274,"Ryan","Ferguson","Male",77.9539880870983,162.879091525102,3,2,"business administration",25.777199067105
"275",275,275,275,"Marie","Coleman","Female",66.6583271940518,136.007185658184,3,5,"integrated water resources management",23.0995067126629
"276",276,276,276,"Linda","King","Female",64.9768072558689,122.306167721587,3,4,"military strategy",20.3005640150464
"277",277,277,277,"Carlos","Alexander","Male",75.218870484841,176.945692075111,3,2,"psychology",22.3599044471782
"278",278,278,278,"Christopher","Garza","Male",74.5911348818852,183.049715532016,7,4,"botany",20.2390288796771
"279",279,279,279,"Tammy","Gonzales","Female",62.3464021127445,117.578598759308,6,1,"psychology",17.7150957503996
"280",280,280,280,"Antonio","Vasquez","Male",70.7958234409127,143.308250517253,2,7,"mechanical engineering",22.4292006984279
"281",281,281,281,"Philip","Carpenter","Male",72.5883947603888,147.145152980987,4,3,"business administration",22.3779766377348
"282",282,282,282,"Joe","Burton","Male",68.5913894826117,148.591047827564,3,3,"culinart services",18.8633213967927
"283",283,283,283,"Gerald","Kelley","Male",73.6076797283476,171.540633361484,1,0,"epidemiology",23.1995498649502
"284",284,284,284,"Frances","Cook","Female",58.1321551738527,110.886922343342,3,4,"botany",16.9864140199728
"285",285,285,285,"Amanda","Mills","Female",58.8853860896972,113.676398409865,1,5,"medicine/nursing",16.4010961294757
"286",286,286,286,"Virginia","Dean","Female",68.728735839175,167.537753488277,6,7,"biology",18.9188765652076
"287",287,287,287,"Deborah","Lawrence","Female",65.2538308366362,134.128317613766,2,3,"animal husbandry",17.4660026546187
"288",288,288,288,"Juan","Murray","Male",73.7054234063024,163.591849950263,6,4,"medicine/nursing",20.2801012661378
"289",289,289,289,"Bruce","Miller","Male",68.0057861024363,133.0025149326,4,3,"philosophy",21.7198681062378
"290",290,290,290,"Mark","Wilson","Male",69.8748048744911,156.269235757746,0,3,"physical education",17.9277294214573
"291",291,291,291,"Jane","Reed","Female",65.2350831595662,134.285775316303,1,2,"animal husbandry",19.6010543988591
"292",292,292,292,"Michael","Wagner","Male",71.9655856729716,159.335583706858,3,1,"psychology",17.9964700025111
"293",293,293,293,"Irene","Lewis","Female",63.7736449968391,120.228650246588,2,3,"economics",20.4943379667596
"294",294,294,294,"Laura","Ross","Female",63.1805322010643,127.101720607248,1,5,"environmental science",24.3725047816113
"295",295,295,295,"Adam","Perez","Male",66.3568946179343,143.099371221703,3,1,"military strategy",15.8928452833449
"296",296,296,296,"Bruce","Hughes","Male",67.9523226054948,146.443881945318,6,3,"culinart services",16.755158247848
"297",297,297,297,"George","Hunt","Male",62.8915825255155,134.339045720289,2,2,"city planning",14.6406982803544
"298",298,298,298,"Howard","Martin","Male",68.8522087452571,150.726212731407,6,4,"city planning",19.2658690997081
"299",299,299,299,"Kelly","Burke","Female",69.9112382766894,145.738902573536,5,2,"biology",22.0862774737672
"300",300,300,300,"Helen","Cook","Female",71.6843829661116,157.690282020937,4,5,"philosophy",26.2588060199547
"301",301,301,301,"Clarence","Edwards","Male",68.3909276658085,167.307314586635,3,4,"physical education",16.5163089192513
"302",302,302,302,"Cheryl","Roberts","Female",67.7815271007338,128.18377406385,0,4,"physical education",25.3925628887696
"303",303,303,303,"Patricia","Kim","Female",68.6957576287905,140.666350311986,1,1,"pharmacology",22.6969047575154
"304",304,304,304,"Robert","Parker","Male",73.6043609226403,161.147358989182,3,3,"economics",23.8520165494821
"305",305,305,305,"Gary","Sanchez","Male",72.1519509319283,142.863877189733,1,4,"logistics",18.8830678402842
"306",306,306,306,"Gloria","Morgan","Female",68.090219429351,142.85116139274,1,1,"biology",22.4369863080819
"307",307,307,307,"Judy","Peters","Female",63.7631543881274,127.865015860596,4,1,"medicine/nursing",18.9430968097661
"308",308,308,308,"Steve","Young","Male",71.2443824926378,165.006218390658,2,0,"epidemiology",20.1624175762468
"309",309,309,309,"Tammy","Porter","Female",64.8703902946987,123.639962982543,2,4,"human services",19.9168242883766
"310",310,310,310,"Steve","Hill","Male",70.9555027892218,155.372488164975,4,4,"criminal justice administration",19.8828587135491
"311",311,311,311,"George","Diaz","Male",74.9081936234259,166.710556758519,2,3,"animal husbandry",20.8497846669027
"312",312,312,312,"Paula","Hall","Female",60.3422680541517,114.516844489912,2,3,"animal husbandry",17.1761269566115
"313",313,313,313,"Bobby","Rice","Male",63.801637439223,126.554159449724,5,0,"physical education",17.3211711879494
"314",314,314,314,"Deborah","Mcdonald","Female",68.9887246478278,144.034529925376,2,1,"botany",19.826621342861
"315",315,315,315,"Tammy","Martin","Female",65.6953229835838,123.417394424912,5,4,"economics",20.3829406819694
"316",316,316,316,"Maria","Flores","Female",67.1721743319049,143.832079915869,3,2,"pharmacology",21.9570850669232
"317",317,317,317,"Jacqueline","Hicks","Female",63.0001572663191,131.847842654575,3,5,"applied sciences",16.8717152068657
"318",318,318,318,"Gloria","Fowler","Female",62.1336017876855,119.568427802849,2,5,"energy studies",17.1072188994034
"319",319,319,319,"Amy","Matthews","Female",64.4612073600525,129.858022158617,0,2,"philosophy",17.5080216059464
"320",320,320,320,"Maria","Warren","Female",69.4747699334502,156.718381006321,2,5,"culinart services",22.5739312919423
"321",321,321,321,"Joan","Andrews","Female",55.6644903941767,104.320252459572,3,2,"architecture",10.6638098597931
"322",322,322,322,"Ashley","Woods","Female",63.7488625993926,131.535967042658,3,6,"human services",18.7564662198894
"323",323,323,323,"Raymond","Price","Male",71.488240463271,153.949906522148,1,3,"pharmacology",19.6734747494426
"324",324,324,324,"Craig","Stewart","Male",67.426254848001,161.517253998753,4,3,"psychology",17.9426612477363
"325",325,325,325,"Catherine","Diaz","Female",70.2588866069978,146.41675997039,2,2,"economics",25.2305838355974
"326",326,326,326,"Mary","Bell","Female",73.6263810660903,162.01327091319,3,3,"architecture",25.3674759431643
"327",327,327,327,"Jeremy","Fields","Male",71.9967915989904,172.631082913397,3,3,"psychology",21.0413125985151
"328",328,328,328,"Robin","Little","Female",72.0544090384256,146.835086122194,4,6,"applied sciences",26.5233447355603
"329",329,329,329,"Teresa","Schmidt","Female",67.080540840992,135.560047041378,1,1,"applied sciences",24.1360606618157
"330",330,330,330,"Lawrence","Medina","Male",67.2199384763195,162.920520791975,6,3,"economics",16.3274022142407
"331",331,331,331,"Gerald","Myers","Male",72.0609019825445,153.282372968551,4,1,"architecture",23.5174015022189
"332",332,332,332,"Mark","Franklin","Male",73.4704570867117,158.793428045409,2,1,"mechanical engineering",21.6892151178197
"333",333,333,333,"Roy","Cole","Male",67.4721507467553,126.477325254678,6,2,"pharmacology",20.6176015878741
"334",334,334,334,"Eugene","Burke","Male",69.6122251795188,160.059294893733,2,3,"education",18.8274689846062
"335",335,335,335,"Judy","Hill","Female",68.1653971020416,152.7235904154,1,2,"philosophy",20.0384179657646
"336",336,336,336,"Adam","Moore","Male",74.8762520607618,173.034568854019,2,1,"integrated water resources management",23.6847836942365
"337",337,337,337,"Lawrence","Wilson","Male",68.6186179386085,139.120858439108,3,6,"city planning",25.7939390633015
"338",338,338,338,"Kathleen","Carter","Female",67.3268758845801,134.005721465271,5,3,"agricultural sciences",23.3516758083048
"339",339,339,339,"Scott","Cooper","Male",71.0128439502119,140.218490884259,4,7,"medicine/nursing",25.0982233368147
"340",340,340,340,"Doris","Perez","Female",62.4537000480754,134.885858795973,9,1,"military strategy",16.5829476676348
"341",341,341,341,"Matthew","Snyder","Male",63.5913142149307,139.813471053451,1,4,"military strategy",17.203348794149
"342",342,342,342,"Alan","Mason","Male",71.8161671502947,161.122281722748,2,8,"animal husbandry",20.359229420287
"343",343,343,343,"Beverly","Phillips","Female",67.0396351329329,138.883075918762,1,2,"medicine/nursing",20.9319142762082
"344",344,344,344,"Johnny","Duncan","Male",60.6387060771697,137.899194253966,3,3,"psychology",15.4432752578131
"345",345,345,345,"Sharon","Bryant","Female",56.5974950574113,118.047785877484,8,1,"human services",12.8480542955203
"346",346,346,346,"Marilyn","Peters","Female",61.9858847531458,134.541279510323,5,2,"botany",18.2346926407469
"347",347,347,347,"Walter","Chavez","Male",72.3999077596492,181.80518836515,2,6,"biology",19.1303342820232
"348",348,348,348,"Deborah","Lawrence","Female",71.0684149257133,155.761265310565,3,3,"botany",23.9077444066678
"349",349,349,349,"Tammy","Butler","Female",65.9486594680684,145.496325343469,3,0,"agricultural sciences",20.0866222953811
"350",350,350,350,"Jennifer","Garrett","Female",67.0618781062927,141.785472683869,1,6,"physical education",18.5497257189949
"351",351,351,351,"Ruby","Kennedy","Female",64.5985871476474,132.527073795484,4,4,"psychology",21.9393049837043
"352",352,352,352,"Jason","Kim","Male",73.8139460624652,171.561184955548,2,7,"mechanical engineering",22.2065755537849
"353",353,353,353,"Teresa","King","Female",72.1044677218884,168.92029372079,1,7,"human services",22.2538465397073
"354",354,354,354,"George","Green","Male",69.6039089883137,148.100474702752,2,2,"architecture",19.1709246873258
"355",355,355,355,"Terry","Romero","Male",77.6062137331488,182.079248142752,2,2,"pharmacology",22.7434197788785
"356",356,356,356,"Larry","Simpson","Male",70.4289463402432,134.473532668243,2,4,"city planning",23.059666851381
"357",357,357,357,"Andrew","Hamilton","Male",68.5420010483516,144.708086312192,4,3,"botany",18.950851015449
"358",358,358,358,"Lawrence","Rogers","Male",68.3992573504735,150.461926912938,2,1,"mechanical engineering",20.9256256471406
"359",359,359,359,"Joshua","Ford","Male",68.7039905501981,148.513200015919,4,2,"applied sciences",20.3021598741191
"360",360,360,360,"Kathleen","Nichols","Female",62.6842375594053,125.08439287891,1,3,"communication",20.1065401825466
"361",361,361,361,"Billy","Oliver","Male",74.1333060775984,163.154536800296,4,6,"epidemiology",22.0395958121388
"362",362,362,362,"Jessica","Mcdonald","Female",65.6019609199082,126.587627521665,2,1,"communication",21.6450658117782
"363",363,363,363,"Anne","Freeman","Female",71.5567015372311,139.109525476925,2,6,"mechanical engineering",27.5537991211164
"364",364,364,364,"Albert","Howell","Male",75.2579007436565,181.873410173465,6,5,"applied sciences",22.5784377742538
"365",365,365,365,"Keith","Diaz","Male",72.9542400936959,170.348600289208,3,3,"physical education",20.9350544776406
"366",366,366,366,"Todd","Wallace","Male",63.1564734861149,125.827828649067,2,3,"logistics",16.9349984709148
"367",367,367,367,"Sandra","Knight","Female",68.6470468936204,139.186122315936,2,2,"communication",22.180751491978
"368",368,368,368,"Jane","Woods","Female",69.9002367076546,155.61572724064,1,2,"architecture",22.1963053948721
"369",369,369,369,"Timothy","Chapman","Male",73.5794774516951,142.396367975655,4,3,"environmental science",23.7200816094332
"370",370,370,370,"Matthew","Stone","Male",68.8141545774281,141.304450252908,2,5,"pharmacology",22.6064531835249
"371",371,371,371,"Brenda","Morales","Female",63.9252227860614,135.004562228538,1,1,"architecture",19.198792376498
"372",372,372,372,"Sarah","Foster","Female",62.7579628479617,109.698634787,5,1,"architecture",20.2900543857081
"373",373,373,373,"Roger","Clark","Male",70.0743919643742,147.30885451155,1,5,"city planning",18.5959605363431
"374",374,374,374,"Sandra","Alexander","Female",64.5713696051369,135.044801870935,0,3,"philosophy",19.8512211310022
"375",375,375,375,"Brandon","Medina","Male",70.0651183335838,153.465926481248,2,5,"medicine/nursing",19.2423095076247
"376",376,376,376,"George","Hanson","Male",62.7057086462409,125.613918793054,0,3,"mechanical engineering",14.3011032843739
"377",377,377,377,"Elizabeth","Gutierrez","Female",65.0802611285186,155.55169281484,2,2,"architecture",15.8195587582987
"378",378,378,378,"Jean","Johnson","Female",67.672205468561,136.642807180768,5,4,"culinart services",22.9653583162598
"379",379,379,379,"Timothy","Cooper","Male",72.7877827531613,161.005993453791,5,4,"integrated water resources management",24.3069824136807
"380",380,380,380,"Christina","Freeman","Female",66.0324963802047,137.345371866832,2,1,"pharmacology",16.9175508277453
"381",381,381,381,"Janet","Hamilton","Female",60.5962004897636,124.334903861534,2,3,"environmental science",15.6061238231573
"382",382,382,382,"Philip","Scott","Male",62.892946414444,120.617507590055,2,5,"logistics",16.3798441301372
"383",383,383,383,"Thomas","Murphy","Male",75.3024764512822,180.563013811101,0,5,"military strategy",25.1724474862666
"384",384,384,384,"Charles","Ramirez","Male",63.7380630000511,135.994058668054,3,1,"medicine/nursing",17.8241176496674
"385",385,385,385,"Judy","Foster","Female",65.2619749900738,148.265092242984,3,1,"physical education",18.4216652693568
"386",386,386,386,"Mildred","Gonzalez","Female",61.9458590487761,113.939995699204,3,3,"mechanical engineering",17.3420151736794
"387",387,387,387,"Christina","Taylor","Female",64.746076029164,148.564867269047,1,4,"mechanical engineering",17.3436500801229
"388",388,388,388,"Carolyn","Hawkins","Female",61.4590565265024,128.255439246725,8,1,"animal husbandry",17.0780854042443
"389",389,389,389,"Andrew","Powell","Male",67.0447904213436,126.093800833052,3,1,"energy studies",20.7138429569604
"390",390,390,390,"Jason","Alexander","Male",64.614370653901,126.877292625569,1,4,"philosophy",16.6905873694329
"391",391,391,391,"Paul","Sanders","Male",71.892749198117,162.351424561059,5,5,"education",20.3266593407663
"392",392,392,392,"Michelle","Weaver","Female",60.3210437993455,113.009072697442,4,3,"applied sciences",16.1611360108902
"393",393,393,393,"Chris","Hanson","Male",65.9220363898537,144.386715239125,2,2,"environmental science",16.7190779440856
"394",394,394,394,"Adam","Gonzales","Male",79.4896379647104,162.36965600373,1,4,"physical education",26.113631014926
"395",395,395,395,"William","Boyd","Male",70.380547624994,156.769974954043,3,3,"energy studies",19.8955478271675
"396",396,396,396,"Johnny","Murphy","Male",72.8481037824852,147.556236279294,4,1,"applied sciences",24.0194810698995
"397",397,397,397,"Gerald","Pierce","Male",61.5867780640039,132.189382375574,0,5,"energy studies",16.1975312365152
"398",398,398,398,"Christina","West","Female",67.4081843521377,143.768268542287,2,3,"psychology",21.4291217840988
"399",399,399,399,"Arthur","Lawrence","Male",71.5888492724542,150.787330266834,1,2,"medicine/nursing",21.4629485435381
"400",400,400,400,"Melissa","Alexander","Female",61.4060155143428,116.972468952731,6,3,"agricultural sciences",20.8945306278187
"401",401,401,401,"Ernest","Porter","Male",77.8986583942492,189.528571713926,1,3,"medicine/nursing",25.8284829778825
"402",402,402,402,"Phyllis","Carr","Female",70.9910271600367,152.965642137193,6,6,"animal husbandry",22.8969251670294
"403",403,403,403,"Tina","West","Female",65.1847893674275,141.491234974321,1,0,"pharmacology",18.6366939316291
"404",404,404,404,"Denise","Walker","Female",59.5685349796327,101.46640610591,5,3,"culinart services",16.5385010469733
"405",405,405,405,"Linda","Stewart","Female",69.2532313289813,145.230003360554,5,1,"logistics",23.4042837574892
"406",406,406,406,"Dennis","Little","Male",71.9526260111056,150.557856349919,4,2,"criminal justice administration",21.9714513953141
"407",407,407,407,"Tina","Carroll","Female",62.9604537019512,127.815940345888,5,2,"medicine/nursing",17.9690011236511
"408",408,408,408,"Paul","Kennedy","Male",71.0923587158549,159.160516754448,2,3,"botany",18.5892926016287
"409",409,409,409,"Sharon","Davis","Female",65.147892896531,143.495343705113,4,2,"business administration",19.8451683173185
"410",410,410,410,"Norma","Olson","Female",62.4802526342417,114.898814031497,4,2,"culinart services",17.5539307484776
"411",411,411,411,"Karen","Ferguson","Female",70.2135783054477,164.512248244963,5,0,"education",22.5709576187251
"412",412,412,412,"Christopher","Edwards","Male",71.2377909119021,164.38534225045,1,2,"epidemiology",21.4267612411841
"413",413,413,413,"Eric","Romero","Male",71.9908066037986,161.163836341318,1,8,"human services",20.0972116443125
"414",414,414,414,"Debra","Hughes","Female",63.0950377241331,117.972607106814,2,2,"agricultural sciences",18.8752344691852
"415",415,415,415,"Bonnie","Jordan","Female",63.5823980087323,141.437743251369,2,3,"energy studies",15.3362028798429
"416",416,416,416,"Mark","Simpson","Male",68.4077550984071,171.167072171216,2,1,"mechanical engineering",18.6175992735745
"417",417,417,417,"Johnny","Chavez","Male",63.9438865119119,137.471546101457,1,3,"environmental science",13.1249120996186
"418",418,418,418,"Emily","Cooper","Female",69.0071516860368,149.729425562955,1,5,"physical education",22.3080977252527
"419",419,419,419,"Anthony","Little","Male",70.091833597735,151.430257928762,6,2,"botany",19.7458465409777
"420",420,420,420,"Betty","Mendoza","Female",60.216085863261,116.920056300457,5,5,"psychology",13.4545070555226
"421",421,421,421,"Samuel","Watkins","Male",74.6352122522317,173.614262485509,6,3,"philosophy",21.9520731724908
"422",422,422,422,"Kevin","Harper","Male",71.9517324622487,177.408928895109,7,4,"mechanical engineering",21.3253548869884
"423",423,423,423,"Julie","Evans","Female",66.048452741336,139.650628388433,4,0,"education",18.6740480262624
"424",424,424,424,"Joe","Morrison","Male",66.0687374754669,124.799541244697,3,4,"psychology",18.6617458216938
"425",425,425,425,"Karen","Lee","Female",67.1789529606844,145.100196113022,5,0,"pharmacology",20.289525569263
"426",426,426,426,"Jack","Knight","Male",68.5889476982812,139.301598703672,3,3,"biology",21.3298683620564
"427",427,427,427,"Lillian","Davis","Female",74.0811977472844,158.576341087254,3,5,"integrated water resources management",27.2170955916881
"428",428,428,428,"Brian","Wallace","Male",65.7282793164989,130.130856325328,2,1,"biology",17.2475071798366
"429",429,429,429,"Ronald","Rice","Male",75.2359549848855,184.393851911565,5,2,"agricultural sciences",22.2330820303854
"430",430,430,430,"Gerald","Ramirez","Male",67.9168269679648,150.651502165463,0,6,"philosophy",19.1609883600623
"431",431,431,431,"Betty","Patterson","Female",68.2653725128086,136.985304826885,2,3,"philosophy",21.8900937871806
"432",432,432,432,"Daniel","Campbell","Male",73.1387459619455,183.593305996734,1,5,"agricultural sciences",22.575725013959
"433",433,433,433,"Ralph","Stanley","Male",72.3318606982437,167.906584656262,3,2,"epidemiology",17.0904403077575
"434",434,434,434,"Maria","Jenkins","Female",65.8473546743456,143.383125033513,3,3,"economics",23.2376681468352
"435",435,435,435,"Thomas","Phillips","Male",80.5298009736071,187.469147843838,3,3,"logistics",27.5526434138195
"436",436,436,436,"Jack","Marshall","Male",67.5796266537129,137.034076426612,4,2,"environmental science",19.7471588408762
"437",437,437,437,"Anthony","West","Male",70.7272457252116,143.513558918658,3,2,"military strategy",19.5264885678142
"438",438,438,438,"Randy","Carpenter","Male",56.388501598698,111.980871761892,3,4,"animal husbandry",12.5546613218603
"439",439,439,439,"Kimberly","Graham","Female",66.3802955523044,130.422749840102,2,5,"philosophy",23.7615431629153
"440",440,440,440,"Wayne","Garza","Male",75.7088328886756,193.589662427419,1,0,"pharmacology",21.5699237098887
"441",441,441,441,"Jesse","Matthews","Male",70.4822270474288,169.9355058342,2,2,"architecture",18.9516121839495
"442",442,442,442,"Kathryn","Jacobs","Female",65.2700718388746,129.934372347581,3,6,"environmental science",18.9999941367714
"443",443,443,443,"Paula","Perez","Female",68.6716828571642,126.631895092975,2,3,"human services",25.6787671703318
"444",444,444,444,"Gary","Kelly","Male",72.416082748125,159.613770127466,0,3,"criminal justice administration",20.9918027988953
"445",445,445,445,"Jack","Carr","Male",69.6005869645277,130.07927053708,1,2,"botany",22.8513235623155
"446",446,446,446,"Craig","Davis","Male",60.2837595025569,100.635260120626,3,5,"economics",19.7774365528249
"447",447,447,447,"Alice","Shaw","Female",72.1419178643862,142.675191480655,2,3,"botany",27.9669310763727
"448",448,448,448,"Nicholas","Black","Male",67.1934103012322,147.470403983105,1,1,"medicine/nursing",19.0561704981195
"449",449,449,449,"Jeremy","Riley","Male",64.9034114674367,132.837087614908,2,2,"epidemiology",19.2409094947288
"450",450,450,450,"Brenda","Greene","Female",63.3299066804757,134.368848059841,2,3,"philosophy",17.4984182467125
"451",451,451,451,"Shirley","Stevens","Female",66.589341328219,126.21002858905,2,1,"human services",21.5910079239367
"452",452,452,452,"Fred","Schmidt","Male",65.7863920002614,134.56712351104,4,3,"biology",17.9698245375913
"453",453,453,453,"Brian","Simpson","Male",65.9116347839073,128.166189404958,2,3,"philosophy",18.0553635529287
"454",454,454,454,"Michael","Stanley","Male",71.7404792812754,137.517761128379,6,4,"animal husbandry",25.4555382478163
"455",455,455,455,"Keith","Burns","Male",71.7256173313636,157.604796493363,3,1,"biology",19.3034503930826
"456",456,456,456,"Patricia","Wells","Female",62.5402049556592,127.72179089684,2,3,"applied sciences",17.3105505987308
"457",457,457,457,"Annie","Martinez","Female",66.4846136117671,125.226669404464,3,1,"philosophy",22.8231690329941
"458",458,458,458,"Diana","Gordon","Female",63.8429531548726,120.137184634452,3,6,"city planning",19.1189150172018
"459",459,459,459,"Joan","Boyd","Female",67.1263635170308,145.291085762528,3,5,"botany",21.9837757353342
"460",460,460,460,"Linda","Rose","Female",60.1620097001364,117.801378385814,0,5,"botany",16.0805757802994
"461",461,461,461,"Mark","Allen","Male",76.5264212969497,157.745874061301,7,4,"architecture",27.6818670183692
"462",462,462,462,"Lois","Garcia","Female",59.0006734403259,105.30836526631,3,3,"philosophy",16.8029253545811
"463",463,463,463,"Clarence","Burns","Male",74.8350402526252,157.004653556764,2,4,"philosophy",21.2297542298105
"464",464,464,464,"Lois","Brooks","Female",62.7351406235781,114.073193060415,3,5,"psychology",17.9037888912387
"465",465,465,465,"Paul","Fox","Male",74.3429266326702,174.257991533109,3,3,"logistics",19.6874786723742
"466",466,466,466,"James","Matthews","Male",64.2666355867626,140.337439652552,4,3,"integrated water resources management",15.9694174968715
"467",467,467,467,"Mark","Kelly","Male",75.1890314684482,175.929094933615,2,7,"criminal justice administration",22.4808821516751
"468",468,468,468,"Ryan","West","Male",70.7367926743787,152.014549872364,3,4,"philosophy",18.4523628204175
"469",469,469,469,"Daniel","Nichols","Male",69.8532363909293,150.462431996906,3,3,"logistics",20.0298579919193
"470",470,470,470,"Edward","Gonzales","Male",67.7214758232293,160.317735860762,0,4,"pharmacology",18.9029996384626
"471",471,471,471,"Jennifer","Williams","Female",62.2920484637835,144.93936502474,2,2,"physical education",17.3541845040974
"472",472,472,472,"Annie","Thompson","Female",66.1207636533347,134.586244167357,0,2,"culinart services",20.5158813713071
"473",473,473,473,"Matthew","Crawford","Male",78.3608651128427,181.659729429892,2,4,"human services",25.3384165099631
"474",474,474,474,"Paul","Shaw","Male",70.1397990421437,141.298675156113,5,6,"city planning",23.1689415062958
"475",475,475,475,"Rachel","Fields","Female",65.6112550644058,118.18610173185,3,3,"economics",22.2473720354888
"476",476,476,476,"Gerald","Austin","Male",67.1333868608935,136.795111684134,2,2,"education",19.8374118401078
"477",477,477,477,"Maria","Snyder","Female",62.8717087411164,115.00124177587,1,1,"energy studies",19.731855239837
"478",478,478,478,"Eric","Flores","Male",69.408049560198,154.244466755048,3,4,"energy studies",21.2193900606988
"479",479,479,479,"Irene","Cook","Female",64.1155660632847,121.849617740919,3,5,"architecture",20.0083262653966
"480",480,480,480,"Paul","Wells","Male",76.5929100155457,175.42115428558,5,4,"pharmacology",23.8362888033524
"481",481,481,481,"Kimberly","Foster","Female",67.851062895126,133.769970463599,2,3,"military strategy",19.7336369197564
"482",482,482,482,"Fred","Williams","Male",71.3809296282981,167.431631070328,3,3,"education",21.3190427954631
"483",483,483,483,"Steve","Howell","Male",54.1494798782411,91.4065173842101,4,1,"logistics",14.4493565514857
"484",484,484,484,"Eric","Howell","Male",71.1625217318895,176.573538819262,4,1,"physical education",21.8033710030846
"485",485,485,485,"Jeremy","Johnson","Male",63.5985260768023,130.964640433342,4,4,"culinart services",16.9547517066488
"486",486,486,486,"Doris","Bailey","Female",62.6159889910931,120.11115671125,3,3,"philosophy",19.7436728355001
"487",487,487,487,"Marilyn","Weaver","Female",67.6993298091843,114.826814223511,4,3,"architecture",24.7078166032907
"488",488,488,488,"Phyllis","Arnold","Female",63.0729629720827,127.419652537645,3,2,"communication",19.082749302832
"489",489,489,489,"Patricia","Peters","Female",58.4634783418422,93.7531312609277,6,7,"psychology",16.190025449766
"490",490,490,490,"Judy","Peterson","Female",66.1122722914949,128.596541357345,6,1,"medicine/nursing",19.0939686525142
"491",491,491,491,"Shirley","Sims","Female",62.337240128616,119.99202515227,3,2,"economics",16.7882591928143
"492",492,492,492,"Shawn","Greene","Male",72.4992166708166,166.815760321932,0,2,"city planning",20.6995630295153
"493",493,493,493,"Marilyn","Howell","Female",58.2768643328515,90.2914784501894,1,4,"pharmacology",21.2464647655843
"494",494,494,494,"Carolyn","Rivera","Female",61.1677409325134,111.502477360425,1,0,"epidemiology",18.8062485555095
"495",495,495,495,"Jessica","Fisher","Female",66.1228847806725,129.212369899626,1,2,"economics",21.5437723185728
"496",496,496,496,"Rose","Lee","Female",70.6325743251904,158.844583289835,8,2,"culinart services",21.6509931440274
"497",497,497,497,"Sara","Harper","Female",62.5981285276722,134.502382240414,3,2,"business administration",16.1952923397244
"498",498,498,498,"Juan","Simmons","Male",63.4169612672729,129.209180884672,1,1,"applied sciences",19.638168617773
"499",499,499,499,"Ann","Castillo","Female",58.2300527959219,123.695920316476,3,3,"mechanical engineering",13.5124143684227
"500",500,500,500,"Antonio","Romero","Male",65.3582478198138,163.623828405148,1,4,"city planning",14.390695303081
"501",501,501,501,"Philip","Diaz","Male",60.7765436087357,123.459379322361,4,4,"city planning",12.5454017693516
"502",502,502,502,"Amanda","Moreno","Female",70.1120324017993,159.706164005079,0,3,"epidemiology",20.0775026122972
"503",503,503,503,"Wayne","Harvey","Male",75.5698059856057,180.022365996153,2,1,"logistics",20.8291522055258
"504",504,504,504,"Anthony","Day","Male",72.1650038374507,167.397237439901,3,3,"logistics",21.880734020758
"505",505,505,505,"Charles","Mendoza","Male",64.09469596545,123.528752524649,4,2,"energy studies",16.640881253095
"506",506,506,506,"Margaret","Hart","Female",68.010251288294,156.11513261248,1,4,"education",20.2078942732696
